1 2 3
85 53 7906
13 38 1895
69 28 3178
12 11 6493
19 1 4297
71 7 4276
38 57 4095
41 42 281
72 23 3410
1 31 5657
91 44 1878
84 56 3307
53 2 4193
53 58 3247
57 62 6767
14 28 4894
33 10 7804
32 53 4640
75 15 6578
46 30 2776
44 21 6405
83 13 1385
38 21 3990
30 67 7390
25 46 995
50 11 6294
73 5 48
89 49 1637
72 36 3411
36 81 7635
8 40 4139
91 4 7039
3 27 7625
61 65 3423
36 31 2894
1 35 4141
46 7 165
29 43 85
56 79 3920
70 43 4231
48 4 248
83 50 8259
76 71 6401
75 63 4303
90 72 432
86 47 714
21 14 1056
78 23 7516
2 14 1027
67 39 8026
21 26 1769
51 56 3168
37 79 5642
74 4 5223
16 79 8092
16 78 995
56 81 1752
47 37 7947
14 63 4066
25 67 3992
30 45 8016
62 43 4003
40 29 6086
9 12 4903
33 84 5272
62 38 5008
58 48 6607
90 88 2402
7 62 7306
22 86 4336
3 78 7249
53 31 6985
9 50 461
23 54 8112
22 30 7288
73 2 5627
24 84 166
7 24 5579
41 88 1610
38 39 867
73 3 1452
2 7 4901
85 82 6428
73 11 2121
2 82 2250
42 28 977
53 63 306
49 46 5366
23 44 2557
10 15 7321
24 71 2716
89 8 4655
5 31 285
86 61 7162
76 66 1600
62 25 1328
32 76 2986
72 73 4042
44 28 5789
1 52 7909
32 87 744
28 39 2528
84 50 2643
71 67 5315
67 8 7028
65 70 7472
81 58 7874
61 78 5130
88 46 6366
88 83 6763
71 77 5698
12 87 4442
82 3 2723
70 1 2903
87 77 885
15 7 6136
6 91 3792
25 56 4893
65 45 4982
87 89 7584
70 52 4130
76 15 2880
47 12 1153
11 47 355
66 32 5154
82 35 1766
76 56 1820
35 29 6013
2 61 3981
61 21 4885
54 39 4475
6 48 4703
14 47 4335
24 37 245
14 16 1594
48 82 2906
32 90 1509
16 48 5371
65 89 6710
32 29 7053
31 84 7434
38 82 3203
56 65 1401
83 25 3069
23 53 5081
49 54 726
26 38 3662
16 10 5145
16 30 2762
27 83 3488
57 56 3512
87 57 2216
91 21 5047
29 77 497
7 33 8209
24 29 7628
56 50 7150
80 44 749
18 8 649
23 28 2565
23 11 2731
90 10 5890
72 66 137
76 37 7907
7 64 5430
73 68 8258
1 34 5618
41 43 7834
40 28 6014
45 41 2856
68 22 5433
45 9 3204
74 85 604
22 18 4949
68 44 1156
67 9 7572
19 52 727
37 19 3456
80 42 7243
26 77 3071
91 19 6281
23 65 4116
74 27 4697
21 67 6177
20 49 4591
72 1 4295
15 17 1179
65 81 7402
16 61 2489
88 7 4585
20 32 5013
31 81 7383
14 57 5626
24 16 7131
27 23 4099
70 18 3713
70 9 1685
30 32 7028
60 21 1088
57 59 4601
31 13 4621
20 36 3679
53 76 4513
26 75 7478
38 67 4051
22 35 4344
17 90 3708
29 34 4700
59 81 1255
7 69 1115
81 62 5472
41 21 1686
76 42 7224
19 34 493
75 72 4980
25 13 5574
91 39 3968
36 25 6135
57 74 1662
19 47 7049
3 31 5617
14 11 4575
23 46 800
9 24 5316
29 5 2204
6 68 724
20 18 3392
55 10 3391
18 46 7423
3 33 6998
34 62 3416
26 50 1687
14 8 6035
60 72 2362
47 82 797
79 36 4289
29 41 7989
42 53 449
44 36 5159
19 27 6505
63 5 5310
7 91 4740
59 26 2401
16 3 1336
83 2 2671
31 89 5773
76 60 1281
71 66 1079
50 33 8106
25 5 2546
25 30 7811
37 63 2594
61 67 5141
41 85 4773
33 24 6591
70 34 58
16 55 5408
19 43 2977
22 37 7750
69 75 2994
38 54 1297
40 20 325
6 35 6932
23 82 8090
85 81 3913
86 79 3100
91 42 8077
3 19 3233
29 73 2436
33 80 7808
82 91 3912
21 37 1219
7 56 4111
50 57 1924
63 38 41
79 25 788
12 80 3353
11 48 1173
44 18 474
43 12 682
90 73 2198
58 8 7774
48 56 579
48 91 2842
24 70 5935
54 26 162
64 79 6243
24 69 7310
40 27 1305
36 60 6564
58 14 1561
80 51 7419
15 62 705
9 46 4400
71 31 7033
75 82 5215
74 69 1234
28 34 6227
62 64 6649
43 83 4655
29 25 7649
78 37 6599
4 31 2224
64 21 3949
12 41 4427
30 50 3251
82 61 4495
19 85 3863
59 30 640
72 59 1403
76 49 7
21 30 6789
88 5 4522
2 70 1739
8 83 7668
37 34 8272
35 9 8126
68 19 6131
51 1 4368
88 80 5714
5 62 2924
32 1 4762
36 4 5790
10 52 4115
22 10 1062
29 46 5114
18 88 3002
11 16 5043
51 11 3504
49 14 4345
45 13 87
80 15 750
22 56 242
84 20 1188
65 41 301
24 22 7724
75 70 5280
62 27 111
62 65 3446
29 55 6937
43 21 6056
51 37 6390
78 80 1705
13 35 2786
52 46 8001
63 4 6827
74 8 2684
33 21 2683
87 83 8106
11 5 5374
51 24 2544
49 79 4791
40 71 1047
36 62 4112
7 44 1936
57 35 666
32 60 6961
34 2 2967
69 63 7079
11 2 4670
17 27 6039
89 55 2742
18 52 3408
67 35 3577
2 62 3647
51 46 1406
72 3 2038
68 91 7279
80 71 3600
49 22 8263
50 20 2316
44 70 7447
4 53 7854
38 83 4520
46 44 4920
18 48 5751
60 89 2693
58 68 2420
61 60 791
33 69 3357
9 36 4170
39 80 5422
1 47 7255
20 12 3921
63 15 5211
77 38 5575
78 62 5375
46 5 7545
54 31 8112
43 2 1262
59 76 3996
47 41 1918
64 46 2532
31 79 6711
66 85 3656
25 50 5214
77 31 2242
10 70 113
57 21 6530
68 15 2755
85 23 2400
77 49 6868
2 52 2544
64 1 4519
2 72 7731
1 29 754
2 44 7472
69 77 5946
76 69 713
76 79 999
84 90 522
21 86 5850
55 59 3106
89 13 258
65 87 7832
23 77 3668
44 3 4398
56 85 3283
36 34 2941
43 91 2297
30 28 6716
88 26 1902
91 66 6185
74 81 3399
88 65 7133
37 43 762
20 66 1983
73 80 7324
51 13 1192
21 82 7345
83 72 7863
72 8 1703
16 50 3986
68 83 2661
86 63 7520
77 44 2060
54 47 4731
72 28 3343
83 53 6942
42 81 2749
7 43 7366
90 30 6427
85 72 5183
68 54 7811
22 41 1870
8 26 6321
21 72 2091
51 34 4860
73 10 4499
43 58 5979
13 49 3040
16 88 1243
61 41 3187
69 20 2229
3 8 4773
70 13 98
6 14 4338
49 70 500
5 41 3576
65 79 4949
44 40 7299
11 30 7763
1 9 6592
90 12 6229
82 77 1475
85 49 7432
2 22 7896
75 45 6440
38 76 3306
80 74 4375
54 2 823
21 65 5552
31 58 1145
85 59 5208
84 34 6953
36 68 2513
20 22 5127
27 52 2786
68 88 4137
20 60 450
87 16 6819
47 72 7184
22 58 7711
38 9 1150
87 75 7117
25 74 228
81 18 5341
37 59 7198
10 3 1468
10 83 710
4 83 6793
14 37 8058
50 4 1933
27 91 3426
72 35 1449
54 3 3725
13 15 1271
18 17 6774
47 2 6156
24 57 2392
86 42 4169
8 37 5601
13 74 8162
8 60 3467
76 7 4543
30 57 85
58 45 2811
61 7 1337
48 23 3013
86 67 5822
59 9 810
25 54 5122
56 44 1670
42 9 4370
25 48 7844
78 15 4790
67 29 1832
31 34 6354
28 76 2352
70 32 6647
52 62 1979
57 53 1521
8 34 3023
91 16 1643
5 13 6722
61 1 2307
63 59 4639
56 86 825
91 85 5674
36 85 243
16 6 5941
18 26 2067
65 66 7996
7 1 6581
77 13 2583
38 27 3356
15 66 3709
18 79 3145
28 25 6829
1 87 4045
37 84 6415
54 42 3532
19 15 6969
23 69 2777
70 76 3554
13 48 25
6 89 5017
38 7 1694
65 27 8083
51 57 477
27 53 6591
27 54 6367
74 42 4046
66 73 6280
24 14 4147
32 73 2252
16 17 3165
14 17 7794
39 44 2501
62 24 4792
49 12 1057
73 8 4197
22 38 5932
3 76 4447
31 74 2664
87 19 3485
14 72 4228
74 54 6026
62 28 3604
9 31 6031
70 21 4593
18 43 8238
4 25 2271
51 91 1309
52 71 1931
11 53 842
56 89 1374
84 72 2691
39 76 1582
49 52 2899
90 44 7658
80 62 4301
70 68 5534
89 66 6205
42 83 4418
28 33 3773
71 37 2601
2 46 4188
86 33 52
85 34 1970
12 64 1887
44 15 1070
20 73 3037
17 78 3180
87 21 2604
7 47 7730
70 42 390
72 30 2065
23 67 1756
6 41 5852
47 67 3806
45 77 5389
56 18 6124
10 71 7839
28 81 6061
56 19 2602
85 6 2776
14 38 5537
12 34 6968
32 51 6601
34 42 3884
73 22 1505
84 38 2268
19 13 6053
64 76 3182
35 91 5119
19 73 666
69 54 1625
72 34 4285
52 4 1815
45 84 3276
47 52 8209
44 4 3700
61 79 3647
26 10 5013
73 57 4179
90 4 3749
7 59 7679
76 29 2431
71 49 6959
23 17 6550
66 67 3679
63 81 1618
74 88 816
57 7 415
41 1 5420
66 60 950
60 40 5453
52 84 6855
19 76 4218
87 42 1130
23 14 3910
77 89 6691
34 53 5411
60 42 7578
25 24 6464
55 90 4640
21 12 356
37 69 5369
11 24 1227
46 74 2562
24 30 5554
31 75 440
28 8 3479
29 87 5753
75 32 5551
23 18 3022
57 4 2688
87 62 5554
64 49 6666
51 7 2801
20 90 7672
10 12 2933
39 87 3123
72 64 7025
51 31 6405
71 90 2425
8 42 8154
30 85 265
30 37 8279
84 48 6359
34 13 143
35 46 6824
77 33 3015
24 39 4050
48 39 2160
86 12 7137
25 65 7625
35 84 5472
62 30 3535
39 2 1707
1 21 3722
55 81 5729
36 19 871
6 11 4406
40 61 8230
32 50 4843
23 50 1951
10 72 5664
41 78 8030
55 58 146
11 3 4202
90 67 4736
64 65 4510
86 64 3831
8 44 6913
6 37 1468
7 6 5429
88 73 1013
14 68 3425
41 49 4637
75 89 7939
42 12 1266
87 38 4682
88 84 2592
87 54 5624
34 44 4054
68 61 1315
5 32 2225
53 26 2047
91 29 7480
90 45 3177
91 58 2647
20 44 4330
28 79 4256
2 27 2537
17 2 4394
34 26 6691
35 90 3115
3 89 146
83 11 1506
42 68 389
81 16 4409
31 39 1284
71 12 7228
37 56 2105
47 16 6424
84 22 892
42 26 4761
19 35 6734
28 57 93
77 54 2719
46 41 7860
71 6 589
44 19 7302
12 78 8238
44 38 4140
51 20 3161
9 44 5104
20 59 139
25 3 3233
29 28 6675
58 76 7996
11 28 7749
49 2 1871
50 60 1548
70 60 2481
82 44 7367
52 5 5498
50 67 6803
81 43 3203
85 47 1235
88 27 6730
66 54 6631
23 12 1123
79 88 3006
30 58 5533
2 78 1428
74 59 2420
18 1 7520
33 70 398
6 62 2348
42 7 3047
82 65 5072
41 57 8135
48 3 1677
6 26 7320
4 38 601
23 84 4269
9 90 3198
60 53 4527
53 43 3870
86 19 5074
83 65 5028
76 50 1927
13 57 2205
51 22 5255
28 48 915
44 11 3344
82 20 3433
66 51 7001
11 71 2889
37 36 496
81 9 3840
51 16 2577
64 90 5481
65 71 1713
57 78 3501
50 6 2235
36 32 4870
5 70 1008
41 81 3240
28 12 490
79 50 3342
5 91 5840
14 48 7144
6 88 20
53 12 7882
24 82 5428
5 12 696
33 34 610
62 11 1345
29 9 597
25 42 4447
63 9 5651
54 76 2812
54 36 4622
85 68 311
69 27 2559
87 24 7530
2 76 7467
16 65 4737
17 54 1460
16 71 6264
24 49 509
29 71 5053
18 41 7041
62 16 1997
64 36 4871
54 30 1589
28 65 7886
51 73 2279
55 68 1910
15 30 712
70 45 7826
23 36 2746
49 86 5624
13 23 851
17 12 7795
63 54 1656
48 75 4169
58 28 5641
48 88 3777
63 40 2817
26 84 4266
34 64 7208
59 80 5900
44 14 1112
2 51 6570
25 6 7936
40 43 3773
54 10 6332
58 21 3408
26 40 7041
21 73 4251
37 9 5566
14 85 6260
38 68 6739
30 71 1414
51 38 7341
49 35 591
87 43 207
27 48 3807
64 33 3561
4 68 1387
86 58 3099
2 9 3208
6 84 1223
38 36 7009
59 8 7112
27 55 3293
33 88 7676
38 15 1734
36 78 1764
6 65 2911
87 73 4334
85 54 3526
89 79 3090
68 67 3615
48 62 3141
15 18 1647
24 13 3674
70 37 7559
16 40 377
26 39 138
76 86 2208
44 76 5593
79 6 3880
40 6 6849
1 66 3934
75 51 4930
5 83 6471
50 63 7243
70 87 7678
29 7 1581
26 82 760
77 86 3534
70 80 3053
33 74 4621
10 6 2661
44 29 336
6 18 3746
8 13 954
22 5 7739
28 45 8261
55 49 1461
75 18 3735
65 63 6954
83 39 1627
3 45 1321
34 57 2790
7 55 4392
20 27 2499
15 64 3872
46 8 7121
29 49 3178
42 55 7577
22 76 880
39 90 1940
5 81 1287
17 30 4664
16 83 1058
24 12 1378
13 69 7769
13 50 2842
20 39 7521
90 52 1495
56 42 1970
82 54 4301
10 23 5739
27 47 3489
45 72 7280
63 19 6425
53 88 655
15 88 3616
17 70 582
24 65 4575
22 52 1525
47 90 6855
89 48 6920
72 33 579
54 60 6891
53 25 6622
15 45 4448
31 14 6297
78 91 3101
82 32 4002
72 12 8137
73 35 3562
49 72 2418
55 87 7310
72 11 3230
80 66 4845
23 6 4357
40 57 312
49 33 2136
37 85 4467
71 42 3430
31 59 6583
17 10 8128
25 68 7057
63 76 2231
78 9 3844
45 11 7388
74 7 4725
52 33 242
49 50 5938
91 38 7938
29 64 1478
7 23 3977
46 78 6369
31 65 1171
48 12 4450
16 25 7003
90 6 2961
75 17 4237
34 78 7740
85 13 3827
55 70 357
40 52 3431
89 16 6452
47 42 6492
57 3 1552
32 2 6295
26 46 5931
46 11 2441
82 15 240
54 12 4519
6 13 6294
20 46 7260
86 27 5186
10 57 7822
84 44 5259
10 60 6379
88 57 5031
1 14 4797
66 90 8219
80 27 6469
26 41 4844
9 40 2161
87 13 543
55 25 2948
5 76 4042
9 86 800
48 33 7583
46 42 3861
79 90 6109
65 60 1797
33 78 6013
10 62 7973
34 40 1187
52 75 4181
32 43 2930
4 86 4973
30 61 2488
29 15 6696
11 89 3356
19 65 1651
64 67 8248
77 9 7890
33 44 4320
79 1 7485
81 91 7640
61 77 4250
51 14 6789
2 23 2585
72 22 1087
60 13 8212
77 12 4864
6 87 4465
88 76 2603
31 49 2677
90 61 2608
8 45 8227
81 79 7900
66 47 8006
35 16 2307
91 28 505
76 33 6829
79 74 3822
67 42 6168
84 51 5168
59 46 3062
63 26 4946
70 53 1932
37 77 2265
12 67 1627
51 82 4012
82 14 2298
79 4 5739
5 1 3456
86 85 4900
78 53 2761
2 71 7604
31 29 258
34 90 6302
30 31 7471
47 39 6240
73 18 5616
69 62 4138
68 26 7499
75 36 6156
49 65 6656
69 90 7415
23 64 2681
67 75 5661
71 15 815
4 59 7355
11 36 6594
91 69 4146
71 48 6244
26 24 2449
71 3 6138
29 23 1256
68 82 6731
57 70 4078
20 76 3918
32 8 1184
42 59 6871
40 11 3039
46 86 2719
56 45 6498
74 83 6233
22 80 90
41 68 5441
79 15 1655
58 65 7697
16 73 5240
85 57 4694
17 71 7952
5 71 5761
87 14 5179
47 9 1836
64 26 7589
79 66 2767
49 74 3728
60 3 6454
85 67 904
27 35 5009
3 41 8062
10 79 2257
66 50 390
8 2 1946
67 43 1115
67 91 1873
31 86 3363
35 85 3124
31 62 8037
80 45 7960
31 38 3047
83 40 7248
80 76 136
55 19 2645
14 4 3084
34 75 5550
54 75 6889
27 56 6432
54 9 4872
3 47 1514
29 65 2904
56 31 2821
36 51 4950
76 23 771
64 66 6292
80 50 5119
28 83 5787
16 9 4784
79 71 4600
14 89 7394
34 7 3253
89 47 765
42 77 3117
81 83 7275
43 49 1106
62 19 4976
27 44 1485
61 51 2155
65 17 1111
57 71 2193
83 21 5980
59 6 5179
65 91 678
20 21 3667
20 58 170
85 78 4748
80 54 4130
78 67 1808
4 42 5459
18 58 2674
59 21 95
53 84 7644
22 8 1428
46 82 2107
17 34 3575
78 7 4426
69 81 1422
6 56 8034
75 58 353
4 19 7877
74 28 6163
65 74 3687
19 9 5142
15 73 2849
53 49 3873
38 24 3584
77 21 8127
86 1 7618
20 5 0
84 91 3297
58 12 3153
44 79 2487
85 60 5691
90 7 1245
39 68 7383
10 43 6437
59 83 224
64 41 1194
9 65 3803
26 1 7906
47 77 2509
27 61 845
31 20 4065
62 44 6872
49 90 5314
73 67 4159
70 73 2257
8 43 7380
81 17 1099
57 48 5938
49 36 7984
77 43 3406
29 36 4028
36 52 7741
86 40 5630
59 12 608
11 81 7788
21 81 4379
69 17 8231
45 61 5256
32 42 6590
1 83 2690
32 69 3885
56 68 3680
11 57 7069
36 17 1968
57 66 4572
63 22 7635
16 20 7554
26 33 2028
49 75 6723
16 41 4272
65 15 6578
12 91 2219
48 65 3702
86 39 7798
85 65 8274
81 35 4599
37 42 3121
3 91 3187
33 51 4273
80 46 3961
21 23 1096
8 79 4393
53 81 7527
58 78 6962
66 45 7166
33 11 2400
91 30 5401
9 25 2133
1 57 3837
57 19 823
23 1 5872
46 14 7295
69 60 6273
49 34 6576
61 46 1750
71 70 1572
38 18 228
24 50 3842
37 12 564
26 87 989
22 90 3598
76 82 3093
71 27 3653
67 14 3162
83 78 4434
38 29 6051
10 86 1858
41 38 2291
41 67 3300
77 15 7045
52 11 1340
70 28 5473
32 27 7558
17 56 4130
3 52 722
79 7 4077
35 47 4027
58 13 7401
78 86 2579
73 71 6690
81 27 2590
85 55 7489
77 46 301
74 6 2911
19 26 4937
32 79 1019
26 73 7980
29 81 3260
34 69 6883
5 6 3320
87 23 7627
88 42 140
24 74 5283
6 8 7080
62 88 6934
59 73 6895
34 88 197
78 69 1643
46 45 6114
14 13 5826
18 87 76
67 26 2893
90 91 7990
39 16 3459
67 62 4391
44 47 4205
62 74 2895
24 76 297
46 32 3488
40 30 1560
70 91 3159
67 22 3159
37 58 7179
40 46 4553
52 82 3572
64 47 652
70 79 1688
35 2 4701
11 39 5929
8 35 3757
58 42 5889
38 20 989
64 2 7287
16 4 5929
17 43 7509
54 44 1093
53 79 2969
29 11 722
26 81 774
91 89 4828
83 62 7201
83 41 8198
52 17 7400
27 59 8126
72 16 4562
30 76 7227
40 18 5626
56 67 1184
32 19 770
42 11 2114
91 76 1897
10 46 5576
84 68 652
59 44 333
65 77 1309
38 43 2887
50 59 6790
84 3 3916
31 2 3698
17 26 4021
36 89 5580
6 66 6860
48 61 5411
72 68 2156
5 75 1614
52 7 1983
33 30 407
9 58 5730
69 49 737
16 82 859
63 87 4367
30 2 6920
27 84 2528
36 43 8252
66 74 3149
41 7 3319
62 70 6554
50 71 4428
51 55 3513
90 2 5119
60 27 634
27 28 424
87 59 2327
6 77 1380
35 48 4776
91 77 1299
47 49 1077
49 73 1980
90 36 5035
63 7 3838
8 10 2221
45 63 7412
73 86 6468
66 34 4509
50 18 2410
60 58 1538
60 48 845
29 10 4602
20 28 4765
20 53 661
21 19 2819
90 63 2667
88 72 4078
26 43 2158
6 69 311
16 43 6742
12 8 3429
35 62 4718
29 66 5973
82 59 6684
34 83 5991
79 35 6761
43 5 4645
89 9 1395
17 58 8113
42 66 3933
62 39 2165
68 28 7351
5 53 606
24 66 5258
8 55 2335
58 49 6101
39 72 7533
68 65 2296
50 77 5518
66 84 2272
42 30 7199
61 80 6228
82 10 5063
32 39 6374
19 61 5295
45 1 7351
39 1 4696
82 40 2546
54 62 5820
83 18 68
37 4 4563
62 84 7539
42 82 3884
43 72 3313
10 19 4982
9 23 6023
58 32 5204
24 61 2827
85 39 8280
34 9 2910
48 30 7746
63 52 1900
72 9 8
69 73 4547
64 37 4165
82 29 5703
79 11 601
9 30 5076
33 6 1937
58 16 6595
75 73 3780
86 84 7151
12 6 4203
8 77 4041
48 69 6787
5 2 6538
1 74 162
26 44 5469
22 42 3467
70 77 6130
80 63 4297
52 42 20
71 9 4444
65 30 6594
18 31 6197
11 66 4117
7 28 3811
39 51 1389
33 2 4672
80 2 5889
59 36 5480
38 33 3822
67 1 7172
40 73 1115
72 19 3500
2 19 4017
37 29 3049
77 3 7720
38 30 925
3 83 2870
62 9 400
67 13 2567
72 25 7667
42 31 7847
23 80 5739
22 83 3286
47 53 5624
90 77 1729
66 61 5217
2 88 4131
90 60 1233
65 50 6486
62 20 1545
77 53 3488
51 25 6958
15 48 5699
26 37 5367
47 70 1837
91 64 4753
78 39 4450
71 26 89
70 12 5017
88 45 2557
23 79 3989
8 21 1256
10 78 1164
74 39 7650
52 86 5813
47 21 4937
34 52 2366
84 13 865
11 19 1305
77 76 8112
76 26 809
58 15 8090
8 50 1621
19 22 993
7 84 2154
54 37 7906
40 12 707
71 8 3555
24 86 1847
84 54 6573
10 11 3075
70 56 3348
25 78 4014
19 79 548
49 62 7759
21 10 1234
50 91 4542
9 82 6644
34 81 2778
63 74 2180
27 29 7901
34 82 1636
45 42 7062
3 12 926
72 62 4040
52 13 4076
30 55 1501
45 55 7253
50 87 4743
77 66 7399
15 86 7749
48 47 3883
52 43 7797
27 26 357
51 76 7202
21 13 5881
17 60 3781
52 50 3510
3 24 7275
75 29 6785
74 52 6124
43 20 6556
65 36 4336
37 32 4551
56 61 2536
62 79 2044
63 13 5313
80 34 2577
21 66 2219
72 58 7016
75 60 6404
62 71 2048
4 40 4460
78 60 5817
39 61 4177
17 64 4443
11 77 1284
56 53 6030
32 65 5543
17 6 400
83 75 4118
18 3 4764
83 85 906
17 42 5790
26 57 1211
47 50 4841
31 78 4790
84 77 2926
84 65 6368
28 64 6674
44 63 4998
16 27 378
42 44 605
40 2 3642
7 37 2751
13 29 6257
20 6 6430
64 35 1649
4 76 4111
55 24 2938
41 59 3160
9 91 2384
63 51 1442
80 29 3400
5 39 4453
17 48 2
42 50 6202
57 23 1042
85 45 2104
83 64 5926
49 38 2617
15 84 7294
66 69 7522
47 43 7828
89 81 8168
77 10 1220
46 85 3528
71 85 3500
81 60 3187
72 18 1127
43 23 5742
48 76 2988
87 71 6612
17 85 3928
31 19 7055
76 31 1498
1 59 3227
2 16 7457
82 7 7698
81 76 4313
60 80 836
18 19 5093
85 8 7705
52 80 7640
57 29 91
27 76 5888
15 57 5617
66 82 1854
57 63 5309
63 28 3040
49 45 4574
23 90 5991
7 26 425
8 48 1656
29 18 3682
1 27 1121
91 74 1193
56 87 3905
91 36 2452
37 15 5024
19 49 2930
82 45 2064
10 27 3114
8 70 5849
64 59 1662
82 57 4599
4 87 2529
41 51 7133
10 4 6380
58 6 7126
52 8 36
82 60 6883
52 25 6439
13 22 5476
39 69 6511
6 45 6376
70 29 135
88 35 2391
86 81 7462
43 80 6293
21 31 2263
73 6 8236
47 4 3847
15 83 3134
44 66 6982
29 84 7464
32 26 5172
59 3 1463
70 23 1974
33 79 2610
83 82 1327
57 46 5152
69 87 6055
47 28 105
91 18 1974
57 67 5911
28 73 46
8 91 4031
16 7 1246
71 44 8115
29 20 1151
29 56 7387
87 36 7234
81 32 8234
46 46 4186
47 1 3459
48 40 341
49 15 2004
50 36 7100
51 22 8352
52 18 4166
53 13 8423
54 36 5898
55 3 6257
56 47 2492
57 2 2418
58 21 6918
59 53 5722
60 54 4649
61 7 216
62 3 2972
63 45 5312
64 49 5044
65 42 3429
66 49 6844
67 3 4007
68 56 7972
69 55 7226
70 3 4644
71 29 8019
72 63 5811
73 35 5916
74 58 6333
75 40 4258
76 53 8328
77 38 8021
78 25 4549
79 67 2550
80 30 121
81 8 1209
82 54 3265
83 1 3480
84 42 3151
85 5 4580
86 64 1229
87 56 6468
88 13 2508
89 56 5273
90 18 3495
91 57 5328
92 90 1942
1 2 7317
72 53 6154
47 26 243
86 80 1176
39 1 4657
1 24 6899
21 40 2097
56 16 3105
80 20 2347
37 19 8279
29 14 1757
26 86 2217
56 80 6239
23 73 3006
4 60 1390
61 8 2925
8 28 3792
29 83 7527
47 18 6719
42 54 3373
41 31 3387
90 56 5996
8 60 5287
31 82 7239
41 33 6654
51 41 2705
32 89 2404
1 25 7454
76 19 2267
27 60 7749
37 8 235
60 6 6402
22 67 1738
52 38 4446
84 17 2512
33 54 3503
69 15 8287
1 17 6103
20 77 4605
27 46 6481
35 45 5712
80 47 2475
40 69 925
70 68 6615
48 59 2031
76 39 2584
83 15 5542
39 56 1459
18 23 8107
23 49 5576
65 31 5712
73 18 6218
13 5 7706
18 74 7905
9 29 6440
56 12 2286
65 43 1841
87 29 1752
74 46 2826
85 16 7606
89 80 829
5 9 6826
8 21 7107
26 78 5840
20 35 5041
60 90 3620
46 62 2650
87 5 6818
91 78 7731
13 19 7563
76 15 6762
77 60 146
43 15 1086
14 40 6908
59 7 2434
40 66 591
72 20 6397
3 14 6033
53 39 3092
65 5 4623
48 20 2921
72 79 5500
23 1 554
36 80 7462
2 35 1432
41 61 1906
38 11 120
91 63 2512
77 27 1012
82 90 8092
49 16 5219
35 88 4085
75 90 3333
62 49 338
4 49 143
52 89 335
66 34 3565
42 72 2155
70 57 6270
19 86 6543
55 42 3706
30 24 6369
16 6 3555
37 15 8203
64 58 3737
9 65 7154
82 42 2228
10 30 2245
14 44 3275
7 55 6365
88 30 179
19 91 6542
64 6 1742
78 21 5744
44 33 1426
49 81 5906
28 70 5488
48 79 3625
85 40 5600
49 46 8086
14 41 5815
49 7 6314
7 70 1903
1 4 5696
42 87 5676
36 44 3916
54 71 6141
62 26 1108
7 58 2711
87 14 3349
78 68 2285
45 24 2976
11 31 8421
75 71 4928
15 20 8051
79 55 4598
79 57 1724
56 26 4089
60 73 3042
52 15 4292
89 92 5739
22 85 3962
54 3 3072
12 25 1211
12 39 4122
59 65 4769
57 51 3025
73 15 4378
22 35 4116
21 50 8408
17 89 5683
39 81 3613
40 32 6686
51 56 1865
63 43 8419
73 74 4981
62 54 1907
25 24 6292
59 92 3921
56 76 6605
53 3 2135
81 28 4383
20 38 4841
24 63 8439
14 59 6300
68 39 7885
67 56 1452
90 1 5506
37 58 2526
20 79 6758
22 7 5458
50 14 2758
35 71 3373
6 87 6238
12 79 549
90 52 5874
46 26 7073
66 64 6101
53 48 586
43 68 1677
85 37 7335
63 34 448
61 69 834
70 22 1196
52 33 1826
50 30 4309
76 24 8383
13 89 7658
43 49 7061
25 39 7864
46 31 7389
61 42 5306
89 50 774
4 28 5711
44 27 7767
71 24 5445
4 7 132
37 10 125
55 34 7431
7 28 1430
76 36 4507
47 33 7356
33 76 23
41 27 2074
28 45 5593
85 49 1960
33 11 6711
18 88 2988
91 50 8305
70 4 1380
68 80 6476
15 74 1080
12 14 5387
75 2 6097
73 70 7470
55 62 5350
31 43 8120
66 8 2911
58 6 384
83 23 4804
84 91 599
68 13 7572
44 64 5969
43 47 7535
16 27 7972
34 29 6693
88 7 1399
61 72 1130
28 37 6011
45 68 514
13 7 5428
8 74 8332
36 65 8120
25 55 1214
56 70 6616
24 52 4529
2 87 4207
61 55 7499
88 83 7759
67 75 4830
69 35 6124
69 42 6053
30 77 3265
2 49 8011
60 13 3429
52 76 5452
73 25 2502
49 86 5133
44 29 1759
23 43 7261
70 20 5915
70 36 6784
52 13 2944
45 14 6396
1 73 4148
26 33 1740
90 53 8296
50 37 5191
26 48 6870
69 41 7347
88 16 5484
31 32 3643
44 32 5068
5 29 8
26 37 809
6 29 7062
6 86 1321
55 83 3146
2 17 4297
12 85 6678
91 28 6509
4 58 7093
59 49 4588
15 2 16
63 27 8057
44 72 3341
62 77 890
44 39 697
62 81 2185
35 92 1757
37 39 5372
15 42 3813
64 48 7582
52 11 6663
17 73 4429
18 65 6064
47 34 1396
18 77 7731
19 46 4867
36 29 4538
45 65 3196
29 27 2725
70 38 6769
16 90 3467
84 16 1082
56 48 6872
90 13 2657
22 16 4003
16 47 7534
44 77 6790
56 2 2954
83 7 2932
28 60 4459
65 71 6618
26 63 4741
44 26 465
17 63 2449
46 33 1268
2 48 7386
84 39 3546
92 25 359
7 53 2635
32 85 2798
6 3 7539
49 68 1972
65 79 4421
19 26 571
14 52 142
52 51 6504
53 50 1325
85 56 7541
42 31 4281
28 36 3087
64 85 986
12 5 4284
58 23 5866
83 82 1095
83 81 4406
81 1 4867
38 76 8229
